OID,DCA_Code,Common_Name,Scientific_Name,Category
-1,22023,chestnut blight,Cryphonectria parasitica,Cankers
-1,22025,Cryptosphaeria canker of aspen,Cryptosphaeria ligniota,Cankers
-1,22026,Cytospora canker of fir,Cytospora abietis,Cankers
-1,22029,sooty bark canker,Encoelia pruinosa,Cankers
-1,22030,Eutypella canker,Eutypella parasitica,Cankers
-1,22032,pitch canker of pines (Gibberella circinata also known as Fusarium circinatum),Gibberella circinata,Cankers
-1,22033,Fusiococcum canker/constriction canker,Phomopsis amygdali,Cankers
-1,22034,Scleroderris canker,Gremmeniella abietina,Cankers
-1,22037,Hypoxylon canker of oak,Biscogniauxia atropunctata var. atropunctata,Cankers
-1,22038,Hypoxylon canker of aspen,Entoleuca mammata,Cankers
-1,22040,sterile conk trunk rot of birch,Inonotus obliquus,Cankers
-1,22041,European larch canker,Lachnellula willkommii,Cankers
-1,22042,beech bark disease complex,<beech bark disease complex>,Cankers
-1,22043,Nectria canker,Neonectria ditissima,Cankers
-1,22048,aspen trunk rot,Phellinus tremulae,Cankers
-1,22050,Phomopsis canker of Douglas-fir,Phomopsis occulta,Cankers
-1,22051,Phomopsis canker,Phomopsis spp.,Cankers
-1,22052,cypress canker,Seiridium cardinale,Cankers
-1,22053,butternut canker,Sirococcus clavigignenti juglandacearum,Cankers
-1,22054,maple canker,Steganosporium spp.,Cankers
-1,22055,Thyronectria canker,Pleonectria austroamericana,Cankers
-1,22056,citrus canker,Xanthomonas citri,Cankers
-1,22057,Cytospora canker of aspen,Cytospora chrysosperma,Cankers
-1,22058,Dothichiza poplar canker,Chondroplea populea,Cankers
-1,22060,Cytospora canker of spruce,Cytospora kunzei,Cankers
-1,22063,<Coniophora puteana>,<Coniophora puteana>,Cankers
-1,22066,pinyon black stain root disease,"Leptographium wageneri var. wageneri
",Cankers
-1,22073,hemlock canker,Xenomeris abietis,Cankers
-1,22075,Lachnellula canker,Lachnellula flavovirens,Cankers
-1,22076,Strumella canker,Strumella coryneoidea,Cankers
-1,22077,Phomopsis blight,Phomopsis juniperivora,Cankers
-1,22078,Nectria canker of yellow poplar,Nectria haematococca,Cankers
-1,22080,aleurodiscus canker,Aleurodiscus spp.,Cankers
-1,22082,Discocainia canker,Discocainia treleasei,Cankers
-1,22085,Scleroderris canker of western firs,Grovesiella abieticola,Cankers
-1,22086,thousand cankers disease,Geosmithia morbida,Cankers
-1,22087,Dothichiza canker of poplar,Cryptodiaporthe populea,Cankers
-1,22088,willow scab,Venturia saliciperda,Cankers
-1,22089,apple scab,Venturia inaequalis,Cankers
-1,22090,crown gall,Agrobacterium tumefaciens,Cankers
-1,22091,sudden oak death,Phytophthora ramorum,Cankers
-1,22092,Diplodia canker,Sphaeropsis sapinea,Cankers
-1,22093,eutypella canker of maple,Eutypella parasitica,Cankers
-1,22094,coral spot fungus,Nectria cinnabarina,Cankers
-1,22095,rough bark of alder,Didymosphaeria oregonensis,Cankers
-1,22096,Diplodia gall,"Diplodia tumefaciens
",Cankers
-1,22097,California bay laurel dieback,Neofusicoccum nonquaesitum,Cankers
-1,22098,pistachio canker,Leptosillia pistaciae,Cankers
-1,22099,aspen running canker,"Neodothiora populina Crous, G.C. Adams, & Winton",Cankers
-1,22700,canker (general),<canker (general)>,Cankers
-1,22800,"other canker agent, known (code pending)","<other canker agent, known (code pending)>",Cankers
-1,22900,unknown canker,<unknown canker>,Cankers
-1,22901,"Unknown canker, target","<Unknown canker, target>",Cankers
-1,22902,"Unknown canker, diffuse","<Unknown canker, diffuse>",Cankers
-1,23001,mistletoes,<mistletoe>,Parasitic Higher Plants
-1,23003,vine damage,<vine damage>,Parasitic Higher Plants
-1,23005,white fir dwarf mistletoe,Arceuthobium abietinum f. sp. concoloris,Parasitic Higher Plants
-1,23006,American dwarf mistletoe,Arceuthobium americanum,Parasitic Higher Plants
-1,23007,Apache dwarf mistletoe,Arceuthobium apachecum,Parasitic Higher Plants
-1,23008,western dwarf mistletoe,Arceuthobium campylopodum,Parasitic Higher Plants
-1,23009,limber pine dwarf mistletoe,Arceuthobium cyanocarpum,Parasitic Higher Plants
-1,23010,pinyon dwarf mistletoe,Arceuthobium divaricatum,Parasitic Higher Plants
-1,23011,Douglas-fir dwarf mistletoe,Arceuthobium douglasii,Parasitic Higher Plants
-1,23012,Huachuca Mountain dwarf mistletoe,Arceuthobium gillii,Parasitic Higher Plants
-1,23013,larch dwarf mistletoe,Arceuthobium laricis,Parasitic Higher Plants
-1,23014,western spruce dwarf mistletoe,Arceuthobium microcarpum,Parasitic Higher Plants
-1,23015,eastern dwarf mistletoe,Arceuthobium pusillum,Parasitic Higher Plants
-1,23016,hemlock dwarf mistletoe,Arceuthobium tsugense,Parasitic Higher Plants
-1,23017,southwestern dwarf mistletoe,Arceuthobium vaginatum ssp. cryptopodum,Parasitic Higher Plants
-1,23018,dodder,Cuscuta spp.,Parasitic Higher Plants
-1,23019,fir mistletoe,Phoradendron pauciflorum,Parasitic Higher Plants
-1,23020,true mistletoe,Phoradendron spp.,Parasitic Higher Plants
-1,23021,red fir dwarf mistletoe,Arceuthobium abietinum f. sp. magnificae,Parasitic Higher Plants
-1,23022,juniper mistletoe,Phoradendron juniperinum,Parasitic Higher Plants
-1,23023,dwarf mistletoe,Arceuthobium spp.,Parasitic Higher Plants
-1,23024,Klamath fir dwarf mistletoe,Arceuthobium abietinum ssp. wiensii,Parasitic Higher Plants
-1,23025,"love vine, greek kasytas",Cassytha filiformis,Parasitic Higher Plants
-1,23800,"other parasitic plant, known (code pending)","<other parasitic plant, known (code pending)>",Parasitic Higher Plants
-1,23900,unknown parasitic plant,<unknown parasitic plant>,Parasitic Higher Plants
-1,24000,wilts,<wilts>,Decline Complexes/Dieback/Wilts
-1,24001,yellow-cedar decline,<yellow-cedar decline>,Decline Complexes/Dieback/Wilts
-1,24002,Norfolk Island pine decline,<Norfolk Island pine decline>,Decline Complexes/Dieback/Wilts
-1,24003,Stillwell's syndrome,<Stillwell's syndrome>,Decline Complexes/Dieback/Wilts
-1,24004,ash yellows disease,<ash yellows disease>,Decline Complexes/Dieback/Wilts
-1,24005,birch dieback,<birch dieback>,Decline Complexes/Dieback/Wilts
-1,24007,pest complex,<pest complex>,Decline Complexes/Dieback/Wilts
-1,24008,decline complex,<decline complex>,Decline Complexes/Dieback/Wilts
-1,24009,fall hardwood defoliator complex,<fall hardwood defoliator complex>,Decline Complexes/Dieback/Wilts
-1,24011,larch decline,<larch decline>,Decline Complexes/Dieback/Wilts
-1,24013,maple decline,<maple decline>,Decline Complexes/Dieback/Wilts
-1,24014,oak decline,"<oak decline>
",Decline Complexes/Dieback/Wilts
-1,24017,true fir pest complex,<true fir pest complex>,Decline Complexes/Dieback/Wilts
-1,24019,pine wilt disease,Bursaphelenchus xylophilus,Decline Complexes/Dieback/Wilts
-1,24020,sapstreak disease,Ceratocystis coerulescens,Decline Complexes/Dieback/Wilts
-1,24021,oak wilt,Ceratocystis fagacearum,Decline Complexes/Dieback/Wilts
-1,24022,Dutch elm disease,Ophiostoma novo-ulmi,Decline Complexes/Dieback/Wilts
-1,24024,mimosa wilt,Fusarium oxysporum  f. sp. perniciosum,Decline Complexes/Dieback/Wilts
-1,24025,Verticillium wilt,Verticillium albo-atrum,Decline Complexes/Dieback/Wilts
-1,24026,bacterial leaf scorch,"Xylella fastidiosa
",Decline Complexes/Dieback/Wilts
-1,24028,hemlock decline,"<hemlock decline>
",Decline Complexes/Dieback/Wilts
-1,24029,Pacific madrone decline,"<Pacific madrone decline>
",Decline Complexes/Dieback/Wilts
-1,24030,elm phloem necrosis phytoplasma,"<elm phloem necrosis phytoplasma>
",Decline Complexes/Dieback/Wilts
-1,24031,laurel wilt,Raffaelea lauricola,Decline Complexes/Dieback/Wilts
-1,24032,sudden aspen decline,<sudden aspen decline>,Decline Complexes/Dieback/Wilts
-1,24033,koa wilt,Fusarium oxysporum f. sp. Koae,Decline Complexes/Dieback/Wilts
-1,24034,rapid 'ohia death,Ceratocystis spp.,Decline Complexes/Dieback/Wilts
-1,24035,rapid 'ohia death (huliohia-slow),Ceratocystis huliohia,Decline Complexes/Dieback/Wilts
-1,24036,rapid 'ohia death (lukuohia-aggressive),Ceratocystis lukuohia,Decline Complexes/Dieback/Wilts
-1,24800,"other wilt, known (code pending)","<other wilt, known (code pending)>",Decline Complexes/Dieback/Wilts
-1,24900,unknown wilt,<unknown wilt>,Decline Complexes/Dieback/Wilts
-1,25000,foliage and shoot diseases,<foliage diseases>,Foliage and Shoot Diseases
-1,25001,blight,<blight>,Foliage and Shoot Diseases
-1,25002,broom rust,<none>,Foliage and Shoot Diseases
-1,25004,leaf spots,<leaf spots>,Foliage and Shoot Diseases
-1,25005,needlecast,<needlecast>,Foliage and Shoot Diseases
-1,25006,powdery mildew,<powdery mildew>,Foliage and Shoot Diseases
-1,25009,true fir needle cast,Lirula abietinus-concoloris,Foliage and Shoot Diseases
-1,25010,sycamore anthracnose,Apiognomonia veneta,Foliage and Shoot Diseases
-1,25011,Cercospora blight of juniper,Asperisporium sequoiae,Foliage and Shoot Diseases
-1,25013,large-spored spruce-Labrador tea rust,Chrysomyxa ledicola,Foliage and Shoot Diseases
-1,25014,ink spot of aspen,Ciborinia whetzelii,Foliage and Shoot Diseases
-1,25015,pine needle rust,Coleosporium spp.,Foliage and Shoot Diseases
-1,25016,anthracnose of Russian olive,Colletotrichum spp.,Foliage and Shoot Diseases
-1,25018,leaf shothole,Cylindrosporium spp.,Foliage and Shoot Diseases
-1,25019,cedar leaf blight,Didymascella thujina,Foliage and Shoot Diseases
-1,25020,dogwood anthracnose,Discula destructiva,Foliage and Shoot Diseases
-1,25021,mango scab,Elsinoë mangiferae,Foliage and Shoot Diseases
-1,25022,Elytroderma needle blight,Elytroderma deformans,Foliage and Shoot Diseases
-1,25024,walnut anthracnose,Gnomonia leptostyla,Foliage and Shoot Diseases
-1,25025,anthracnose,Gnomonia spp.,Foliage and Shoot Diseases
-1,25027,brown felt blight,Herpotrichia juniperi,Foliage and Shoot Diseases
-1,25028,larch needle blight,Hypodermella laricis,Foliage and Shoot Diseases
-1,25029,hardwood anthracnose,Kabatiella apocrypta,Foliage and Shoot Diseases
-1,25030,Lasiodiplodia cone damage,Lasiodiplodia spp.,Foliage and Shoot Diseases
-1,25031,Lirula spruce needle blight,Lirula macrospora,Foliage and Shoot Diseases
-1,25032,fir needle cast,Lirula spp.,Foliage and Shoot Diseases
-1,25033,white pine needle cast,Lophodermella arcuata,Foliage and Shoot Diseases
-1,25034,Lophodermella needle cast of pines,Lophodermella spp.,Foliage and Shoot Diseases
-1,25035,Lophodermium needle cast of pines,Lophodermium spp.,Foliage and Shoot Diseases
-1,25036,Marssonina blight,Drepanopeziza spp.,Foliage and Shoot Diseases
-1,25037,Douglas-fir rust,Melampsora medusae,Foliage and Shoot Diseases
-1,25039,larch needle cast,Rhabdocline laricis,Foliage and Shoot Diseases
-1,25040,Dothistroma needle blight (D. septosporum),Dothistroma septosporum,Foliage and Shoot Diseases
-1,25041,brown felt blight of pines,Neopeckia coulteri,Foliage and Shoot Diseases
-1,25042,snow blight,Phacidium infestans,Foliage and Shoot Diseases
-1,25043,Swiss needle cast,Phaeocryptopus gaeumannii,Foliage and Shoot Diseases
-1,25044,Phoma blight,Phoma spp.,Foliage and Shoot Diseases
-1,25045,Phyllosticta leaf spot,Phyllosticta minima,Foliage and Shoot Diseases
-1,25046,bud rot,Phytophthora palmivora,Foliage and Shoot Diseases
-1,25047,Ploioderma needle cast,Ploioderma spp.,Foliage and Shoot Diseases
-1,25048,ash rust,Puccinia sparganioides,Foliage and Shoot Diseases
-1,25050,Rhabdocline needle cast,Rhabdocline spp.,Foliage and Shoot Diseases
-1,25051,Rhizoctonia needle blight,Rhizoctonia spp.,Foliage and Shoot Diseases
-1,25052,Rhizosphaera needle cast,Rhizosphaera spp.,Foliage and Shoot Diseases
-1,25054,brown spot needle blight,Lecanosticta acicola,Foliage and Shoot Diseases
-1,25055,Septoria leaf spot of alder,Puccinia sparganioides,Foliage and Shoot Diseases
-1,25056,Septoria leaf spot and canker,Mycosphaerella populorum,Foliage and Shoot Diseases
-1,25057,Sirococcus shoot blight,Sirococcus conigenus,Foliage and Shoot Diseases
-1,25058,Diplodia canker,Sphaeropsis sapinea,Foliage and Shoot Diseases
-1,25059,leaf blister of oak,Taphrina caerulescens,Foliage and Shoot Diseases
-1,25060,Venturia leaf blight of maple,Venturia aceris,Foliage and Shoot Diseases
-1,25061,aspen shoot blight,Venturia macularis,Foliage and Shoot Diseases
-1,25062,Dothistroma needle blight,Dothistroma septospora,Foliage and Shoot Diseases
-1,25063,yellow-cedar shoot blight,Kabatina thujae,Foliage and Shoot Diseases
-1,25065,spruce needle rust,Chrysomyxa weirii,Foliage and Shoot Diseases
-1,25067,spruce needle cast,Lophodermium piceae,Foliage and Shoot Diseases
-1,25068,hardwood leaf rusts,Melampsora spp.,Foliage and Shoot Diseases
-1,25071,Rhizosphaera needle disease of fir,Rhizosphaera pini,Foliage and Shoot Diseases
-1,25072,sirococcus shoot blight,Sirococcus strobilinus,Foliage and Shoot Diseases
-1,25073,cottonwood and poplar shoot blight,Venturia populina,Foliage and Shoot Diseases
-1,25074,Delphinella shoot blight,Delphinella abietis,Foliage and Shoot Diseases
-1,25075,tar spot,Rhytisma acerinum,Foliage and Shoot Diseases
-1,25076,birch leaf fungus,Septoria betulae,Foliage and Shoot Diseases
-1,25077,Septoria leaf spot of maple,Septoria aceris,Foliage and Shoot Diseases
-1,25080,bur oak blight,Tubakia iowensis,Foliage and Shoot Diseases
-1,25081,bacterial leaf scorch,Xylella fastidiosa,Foliage and Shoot Diseases
-1,25082,leaf blister of maple,Taphrina carveri,Foliage and Shoot Diseases
-1,25083,Rhizosphaera needle cast (spp. kalkhoffii),Rhizosphaera kalkhoffii,Foliage and Shoot Diseases
-1,25084,white pine needle damage,<white pine needle damage>,Foliage and Shoot Diseases
-1,25085,Dothistroma needle blight (D. pini),Dothistroma pini,Foliage and Shoot Diseases
-1,25086,Sirococcus shoot blight of hemlock,Sirococcus tsugae,Foliage and Shoot Diseases
-1,25087,Gemmamyces bud blight,Gemmamyces piceae,Foliage and Shoot Diseases
-1,25088,Kabatina tip blight of juniper,Kabatina juniperi,Foliage and Shoot Diseases
-1,25089,dichomera bud blight,Dichomera gemmicola,Foliage and Shoot Diseases
-1,25090,aspen tongue gall,Taphrina johansonii,Foliage and Shoot Diseases
-1,25091,alder tongue gall,Taphrina occidentalis,Foliage and Shoot Diseases
-1,25092,beech leaf disease,<beech leaf disease>,Foliage and Shoot Diseases
-1,25093,Tubakia spp.,Tubakia spp.,Foliage and Shoot Diseases
-1,25800,"other foliage or shoot disease, known (code pending)","<other foliage or shoot disease, known (code pending)>",Foliage and Shoot Diseases
-1,25900,unknown foliage or shoot disease,<unknown foliage or shoot disease>,Foliage and Shoot Diseases
-1,26000,rusts,<rusts>,Rusts
-1,26001,white pine blister rust,Cronartium ribicola,Rusts
-1,26002,western gall rust,Peridermium harknessii,Rusts
-1,26003,stalactiform rust,Cronartium coleosporioides,Rusts
-1,26004,comandra blister rust,Cronartium comandrae,Rusts
-1,26005,pinyon rust,Cronartium occidentale,Rusts
-1,26006,eastern gall rust,Cronartium quercuum,Rusts
-1,26007,gall rust of jack pine,Cronartium quercuum f. sp. banksianae,Rusts
-1,26008,gall rust of shortleaf pine,Cronartium quercuum f. sp. echinatae,Rusts
-1,26009,fusiform rust,Cronartium quercuum f. sp. fusiforme,Rusts
-1,26010,gall rust of Virginia pine,Cronartium quercuum f. sp. virginianae,Rusts
-1,26011,Bethuli rust,Peridermium bethuli,Rusts
-1,26012,filamentosum rust,Peridermium filamentosum,Rusts
-1,26013,southern cone rust,Cronartium strobilinum,Rusts
-1,26014,sweetfern rust disease,Cronartium comptoniae,Rusts
-1,26015,amelanchier rust,Gymnosporangium harknessianum,Rusts
-1,26016,cedar apple rust,Gymnosporangium juniperi-virginianae,Rusts
-1,26017,large-spored spruce-Labrador tea rust,Chrysomyxa ledicola,Rusts
-1,26018,pine needle rust,Coleosporium asterum,Rusts
-1,26019,Coronado limb rust,Cronartium arizonicum,Rusts
-1,26020,Douglas-fir rust,Melampsora medusae,Rusts
-1,26021,ash rust,Puccinia sparganioides,Rusts
-1,26022,fir and hemlock rusts,Pucciniastrum spp.,Rusts
-1,26023,spruce needle rust,Chrysomyxa weirii,Rusts
-1,26024,yellow cypress rust,Gymnosporangium nootkatense,Rusts
-1,26025,leaf rusts of hardwoods,Melampsora spp.,Rusts
-1,26026,hemlock needle rust,Naohidemyces vaccinii,Rusts
-1,26027,Eurasian poplar leaf rust,Melampsora larici-populina,Rusts
-1,26028,'ohia / guava rust,Austropuccinia psidii,Rusts
-1,26029,spruce broom rust,Chrysomyxa arctostaphyli,Rusts
-1,26030,incense-cedar broom rust,Gymnosporangium libocedri,Rusts
-1,26031,juniper broom rust,Gymnosporangium nidus-avis,Rusts
-1,26032,yellow witches-broom of fir,Melampsorella caryophyllacearum,Rusts
-1,26800,"other rust, known (code pending)","<other rust, known (code pending)>",Rusts
-1,26900,unknown rust,<unknown rust>,Rusts
-1,27001,spruce broom rust,"Chrysomyxa arctostaphyli
",Rusts
-1,27004,yellow witches-broom of fir,Melampsorella caryophyllacearum,Rusts
-1,29001,yellow-cedar decline,<yellow-cedar decline>,Declines
-1,29002,sudden aspen decline,<sudden aspen decline>,Declines
-1,29003,maple decline,<maple decline>,Declines
-1,29004,oak decline,<oak decline>,Declines
-1,29005,subalpine fir decline,<subalpine fir decline>,Declines
-1,29998,Unknown decline,<Unknown decline>,Declines
-1,30000,fire,<fire>,Fire
-1,30001,wild fire,<wild fire>,Fire
-1,30002,human caused fire,<human caused fire>,Fire
-1,30004,ground fire damage,<ground fire damage>,Fire
-1,41000,wild animals,<wild animals>,Wild Animals
-1,41001,bears,Ursus spp.,Wild Animals
-1,41002,American beaver,Castor canadensis,Wild Animals
-1,41003,big game,<big game>,Wild Animals
-1,41004,mice or voles,<mice or voles>,Wild Animals
-1,41005,pocket gophers,<Geomyidae>,Wild Animals
-1,41006,common porcupine,Erethizon dorsatum,Wild Animals
-1,41007,rabbits,Sylvilagus spp.,Wild Animals
-1,41008,sapsuckers,Sphyrapicus spp.,Wild Animals
-1,41009,squirrels,<Sciuridae>,Wild Animals
-1,41010,woodpeckers,<Piciformes>,Wild Animals
-1,41011,moose,Alces alces,Wild Animals
-1,41012,elk,Cervus elaphus,Wild Animals
-1,41013,deer,Odocoileus spp.,Wild Animals
-1,41014,feral pigs,Sus scrofa,Wild Animals
-1,41015,mountain beaver,Aplodontia rufa,Wild Animals
-1,41016,deer or elk,<Cervidae>,Wild Animals
-1,41017,earthworm,<Lumbricidae>,Wild Animals
-1,41048,hares,Lepus spp.,Wild Animals
-1,41800,"other wild animal, known (code pending)","<other wild animal, known (code pending)>",Wild Animals
-1,41900,unknown wild animal,<unknown wild animal>,Wild Animals
-1,42000,domestic animals,<domestic animals>,Domestic Animals
-1,42001,domesticated cattle,Bos taurus,Domestic Animals
-1,42002,goat,Capra hircus,Domestic Animals
-1,42003,horse,Equus caballus,Domestic Animals
-1,42004,sheep,Ovis aries,Domestic Animals
-1,42800,"other domestic animal, known (code pending)","<other domestic animal, known (code pending)>",Domestic Animals
-1,42900,unknown domestic animal,<unknown domestic animal>,Domestic Animals
-1,50000,abiotic agents,<abiotic agents>,Abiotic Agents
-1,50001,air pollutants,<air pollutants>,Abiotic Agents
-1,50002,chemical,<chemical>,Abiotic Agents
-1,50003,drought,<drought>,Abiotic Agents
-1,50004,flooding-high water,<flooding-high water>,Abiotic Agents
-1,50005,frost,<frost>,Abiotic Agents
-1,50006,hail,<hail>,Abiotic Agents
-1,50007,heat,<heat>,Abiotic Agents
-1,50008,lightning,<lightning>,Abiotic Agents
-1,50009,nutrient imbalances,<nutrient imbalances>,Abiotic Agents
-1,50010,radiation,<radiation>,Abiotic Agents
-1,50011,snow-ice,<snow-ice>,Abiotic Agents
-1,50012,,,Abiotic Agents
-1,50013,wind-tornado/hurricane,<wind-tornado/hurricane>,Abiotic Agents
-1,50014,winter injury,<winter injury>,Abiotic Agents
-1,50015,avalanche,<avalanche>,Abiotic Agents
-1,50016,mud-land slide,<mud-land slide>,Abiotic Agents
-1,50017,volcano,<volcano>,Abiotic Agents
-1,50018,other geologic event,<other geologic event>,Abiotic Agents
-1,50019,mechanical (non-human caused),<mechanical (non-human caused)>,Abiotic Agents
-1,50020,saltwater injury - flooding / hurricane,<saltwater injury - flooding / hurricane>,Abiotic Agents
-1,50021,freezing injury to roots,<freezing injury to roots>,Abiotic Agents
-1,50022,salt damage,<salt damage>,Abiotic Agents
-1,50800,"other abiotic damage, known (code pending)","<other abiotic damage, known (code pending)>",Abiotic Agents
-1,50900,unknown abiotic damage,<unknown abiotic damage>,Abiotic Agents
-1,60000,competition,<competition>,Competition
-1,70000,human activities,<human activities>,Human Activities
-1,70001,herbicides,<herbicides>,Human Activities
-1,70003,imbedded objects,<imbedded objects>,Human Activities
-1,70004,improper planting technique,<improper planting technique>,Human Activities
-1,70005,land clearing,<land clearing>,Human Activities
-1,70006,land use conversion,<land use conversion>,Human Activities
-1,70007,logging damage,<logging damage>,Human Activities
-1,70008,mechanical,<mechanical>,Human Activities
-1,70009,pesticides,<pesticides>,Human Activities
-1,70010,roads,<roads>,Human Activities
-1,70011,soil compaction,<soil compaction>,Human Activities
-1,70012,suppression,<suppression>,Human Activities
-1,70013,vehicle damage,<vehicle damage>,Human Activities
-1,70014,road salt or deicers,<road salt or deicers>,Human Activities
-1,70100,other human activities,<other human activities>,Human Activities
-1,71000,harvest,<harvest>,Harvest
-1,71001,woodland cutting,<woodland cutting>,Harvest
-1,80000,multi-agent ""complexes"",<multi-agent ""complexes"">,Multi-Agent ""Complexes""
-1,80001,aspen defoliation,<aspen defoliation>,Multi-Agent ""Complexes""
-1,80002,subapline fir mortatlity complex,<subalpine fir mortality complex>,Multi-Agent ""Complexes""
-1,80003,five-needle pine decline,<five-needle pine decline>,Multi-Agent ""Complexes""
-1,80004,pinyon pine mortality,<pinyon pine mortality>,Multi-Agent ""Complexes""
-1,80005,root disease and beetle complex,<root disease and beetle complex>,Multi-Agent ""Complexes""
-1,80006,ash yellows,Candidatus phytoplasma fraxini,Multi-Agent ""Complexes""
-1,80300,"other pest complex, known (code pending)","<other pest complex, known (code pending)>",Multi-Agent ""Complexes""
-1,85000,invasive plants,<invasive plants>,Invasive Plants
-1,85001,buffelgrass,Pennisetum ciliare,Invasive Plants
-1,85002,tree of heaven,Ailanthus altissima,Invasive Plants
-1,85003,crimson fountaingrass,Cenchrus setaceus,Invasive Plants
-1,85004,<Merremia peltata>,Merremia peltata,Invasive Plants
-1,85005,lesser celandine,Ranunculus ficaria,Invasive Plants
-1,85006,amur cork tree,Phellodendron amurense,Invasive Plants
-1,85007,fountain grass,Pennisetum setaceum,Invasive Plants
-1,85008,Boer lovegrass,Eragrostis curvula,Invasive Plants
-1,85009,natal grass,Melinis repens,Invasive Plants
-1,85010,Russian olive,"Elaeagnus angustifolia
",Invasive Plants
-1,85011,tamarisk,Tamarix spp.,Invasive Plants
-1,90000,unknown,<unknown>,Other Damages and Symptoms
-1,90001,broken top,<broken top>,Other Damages and Symptoms
-1,90002,dead top,<dead top>,Other Damages and Symptoms
-1,90004,forked top,<forked top>,Other Damages and Symptoms
-1,90006,crook or sweep,<crook or sweep>,Other Damages and Symptoms
-1,90008,foliage discoloration,<foliage discoloration>,Other Damages and Symptoms
-1,90009,mortality,<mortality>,Other Damages and Symptoms
-1,90010,dieback,<dieback>,Other Damages and Symptoms
-1,99001,follow-up 1,<follow-up 1>,no data
-1,99999,no data,<no data>,no data
